"Attribution: Attribution Number","Opportunity: Opportunity Name","Opportunity: Account Name","Partner Net ARR (converted) Currency","Partner Net ARR (converted)","Opportunity: Net ARR Atlas (Commission) Currency","Opportunity: Net ARR Atlas (Commission)","Opportunity: Net ARR Non-Atlas (Commission) (converted) Currency","Opportunity: Net ARR Non-Atlas (Commission) (converted)","Opportunity: zzDeprecate-Owner Area Group","Opportunity: zzDeprecate-Owner Regional Group","Split %","Role","Opportunity: Close Date","Opportunity: Fiscal Period","Opportunity: Stage","Partner","Status","Attribution: Created Date","Opportunity: Created Date"
"A-0712049","Tata Steel Limited Aashiyana Platformization  Production on GCP, Aashiyana Platformization on ... - Run Rate - FY27-Q1","Tata Steel Limited","USD","-505.25","USD","-3368.30","USD","0.00","APAC","IND ENT Hybrid 2","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Tata Consultancy Services Limited","New","3/9/2026","5/2/2025"
"A-0477644","Woolworths Group Limited e-Commerce, WooliesX - Orders & Stock on Hand, Woolworths - CSA Tool, Woolw - Renewal","Woolworths Group Limited","USD","0.00","USD","0.00","USD","0.00","APAC","ANZ","15.00","Influencing","10/31/2026","Q3-2027","Research","Tata Consultancy Services Limited (ABN 28 109 981 777)","Pending Approval","2/13/2025","11/5/2024"
"A-0523843","Woolworths Group Limited e-Commerce, WooliesX - Orders & Stock on Hand, Woolworths - CSA Tool,... - Run Rate - FY27-Q1","Woolworths Group Limited","USD","0.00","USD","167067.29","USD","0.00","APAC","ANZ","0.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Tata Consultancy Services Limited (ABN 28 109 981 777)","Rejected","5/2/2025","5/2/2025"
"A-0536743","TPG Telecom Limited TPG Telecom / Vodafone Australia - Matrixx - Renewal","TPG Telecom Limited","USD","0.00","AUD","0.00","USD","23.66","APAC","APAC","0.00","Reseller","3/12/2026","Q1-2027","Closed Won","Tata Consultancy Services Limited (ABN 28 109 981 777)","Rejected","5/7/2025","5/7/2025"
"A-0545148","Woolworths | Supply Chain | MyPC Architecture Consolidation (Redis, Postgres)","Woolworths Group Limited","USD","0.00","USD","0.00","USD","0.00","APAC","ANZ","35.00","Strategic","5/1/2026","Q2-2027","Discovery","Tata Consultancy Services Limited (ABN 28 109 981 777)","Approved","6/19/2025","6/17/2025"
"A-0554434","Group IT - Me@Woolies (Dataverse Replace)","Woolworths Group Limited","USD","0.00","USD","0.00","USD","0.00","APAC","ANZ","100.00","Strategic","2/4/2026","Q1-2027","Closed Lost","Tata Consultancy Services Limited (ABN 28 109 981 777)","Approved","7/28/2025","7/24/2025"
"A-0563876","Woolworths Group Limited e-Commerce, WooliesX - Orders & Stock on Hand, Woolworths - CSA Tool,... - Run Rate - FY27-Q2","Woolworths Group Limited","USD","0.00","USD","0.00","USD","0.00","APAC","ANZ","0.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Tata Consultancy Services Limited (ABN 28 109 981 777)","Rejected","8/2/2025","8/2/2025"
"A-0609398","Woolworths Group Limited e-Commerce, WooliesX - Orders & Stock on Hand, Woolworths - CSA Tool,... - Run Rate - FY27-Q3","Woolworths Group Limited","USD","0.00","USD","0.00","USD","0.00","APAC","ANZ","0.00","Influencing","10/31/2026","Q3-2027","Elastic Forecast","Tata Consultancy Services Limited (ABN 28 109 981 777)","Rejected","11/2/2025","11/2/2025"
"A-0475018","Humana Inc. Humana - MongoDB Atlas Platinum - Renewal","Humana Inc.","USD","0.00","USD","0.00","USD","0.00","NAMER","Southeast","15.00","Influencing","11/30/2026","Q4-2027","Research","Tata Consultancy Services Ltd","Pending Approval","2/13/2025","2/4/2024"
"A-0475089","Department for Work and Pensions Tech Debt Remediation - Renewal","Department for Work and Pensions","USD","0.00","GBP","0.00","USD","0.00","EMEA","UK&I I","15.00","Influencing","1/31/2027","Q4-2027","Research","Tata Consultancy Services Ltd","Pending Approval","2/13/2025","2/4/2024"
"A-0522249","People Center, Inc. Rippling Atlas Pro Non-Prod, Rippling Platinum Production - Renewal - Run Rate - FY27-Q1","People Center, Inc.","USD","129142.91","USD","860952.74","USD","0.00","NAMER","NorCal 2","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Tata Consultancy Services Ltd","Approved","5/2/2025","5/2/2025"
"A-0517639","IKEA of Sweden AB iPIM - Renewal - Run Rate - FY27-Q1","IKEA of Sweden AB","USD","0.00","","","USD","0.00","EMEA","Nordics & Benelux","35.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Tata Consultancy Services Ltd","Approved","5/2/2025","5/2/2025"
"A-0522698","Nedbank, Ltd M Atlas - FaceTec & API Marketplace - Renewal - Run Rate - FY27-Q1","Nedbank, Ltd M","USD","6256.33","USD","41708.87","USD","0.00","EMEA","IMEA","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Tata Consultancy Services Ltd","Approved","5/2/2025","5/2/2025"
"A-0521329","Northern Powergrid Timeseries - Renewal - Run Rate - FY27-Q1","Northern Powergrid","USD","-1948.97","USD","-5568.48","USD","0.00","EMEA","EMEA","35.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Tata Consultancy Services Ltd","Approved","5/2/2025","5/2/2025"
"A-0523296","Azure MP (Private) Swiss Re AG BI/CI - Renewal - Run Rate - FY27-Q1","Swiss Re AG","USD","-254.25","USD","-1694.98","USD","0.00","EMEA","DACH II","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Tata Consultancy Services Ltd","Approved","5/2/2025","5/2/2025"
"A-0522634","Humana_Atlas Platinum Renewal - Run Rate - FY27-Q1","Humana Inc.","USD","24827.08","USD","165513.85","USD","0.00","NAMER","Southeast","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Tata Consultancy Services Ltd","Approved","5/2/2025","5/2/2025"
"A-0525235","Appsbroker JLR-IoT Fleet - Renewal - Run Rate - FY27-Q1","Jaguar Land Rover Automotive plc","USD","60645.91","USD","173274.04","USD","0.00","EMEA","UK&I I","35.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Tata Consultancy Services Ltd","Approved","5/2/2025","5/2/2025"
"A-0557671","IKEA of Sweden AB iPIM - Renewal - Run Rate - FY27-Q2","IKEA of Sweden AB","USD","0.00","USD","0.00","USD","0.00","EMEA","Nordics & Benelux","35.00","Strategic","7/31/2026","Q2-2027","Elastic Forecast","Tata Consultancy Services Ltd","Approved","8/2/2025","8/2/2025"
"A-0562703","Nedbank, Ltd M Atlas - FaceTec & API Marketplace - Renewal - Run Rate - FY27-Q2","Nedbank, Ltd M","USD","0.00","USD","0.00","USD","0.00","EMEA","IMEA","15.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Tata Consultancy Services Ltd","Approved","8/2/2025","8/2/2025"
"A-0562639","Humana_Atlas Platinum Renewal - Run Rate - FY27-Q2","Humana Inc.","USD","0.00","USD","0.00","USD","0.00","NAMER","Southeast","15.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Tata Consultancy Services Ltd","Approved","8/2/2025","8/2/2025"
"A-0563327","Azure MP (Private) Swiss Re AG BI/CI - Renewal - Run Rate - FY27-Q2","Swiss Re AG","USD","0.00","USD","0.00","USD","0.00","EMEA","DACH II","15.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Tata Consultancy Services Ltd","Approved","8/2/2025","8/2/2025"
"A-0562265","People Center, Inc. Rippling Atlas Pro Non-Prod, Rippling Platinum Production - Renewal - Run Rate - FY27-Q2","People Center, Inc.","USD","0.00","USD","0.00","USD","0.00","NAMER","NorCal 2","15.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Tata Consultancy Services Ltd","Approved","8/2/2025","8/2/2025"
"A-0565256","Appsbroker JLR-IoT Fleet - Renewal - Run Rate - FY27-Q2","Appsbroker","USD","0.00","USD","0.00","USD","0.00","EMEA","UK&I I","35.00","Strategic","7/31/2026","Q2-2027","Elastic Forecast","Tata Consultancy Services Ltd","Approved","8/2/2025","8/2/2025"
"A-0561342","Northern Powergrid Timeseries - Renewal - Run Rate - FY27-Q2","Northern Powergrid","USD","0.00","USD","0.00","USD","0.00","EMEA","EMEA","35.00","Strategic","7/31/2026","Q2-2027","Elastic Forecast","Tata Consultancy Services Ltd","Approved","8/2/2025","8/2/2025"
"A-0575771","Nedbank, Ltd M Nedbank Money - Renewal","Nedbank, Ltd M","USD","0.00","USD","0.00","USD","0.00","EMEA","IMEA","15.00","Influencing","6/30/2026","Q2-2027","Research","Tata Consultancy Services Ltd","Pending Approval","8/5/2025","8/5/2025"
"A-0607692","People Center, Inc. Rippling Atlas Pro Non-Prod, Rippling Platinum Production - Renewal - Run Rate - FY27-Q3","People Center, Inc.","USD","0.00","USD","0.00","USD","0.00","NAMER","NorCal 2","15.00","Influencing","10/31/2026","Q3-2027","Elastic Forecast","Tata Consultancy Services Ltd","Approved","11/2/2025","11/2/2025"
"A-0610864","Appsbroker JLR-IoT Fleet - Renewal - Run Rate - FY27-Q3","Appsbroker","USD","0.00","USD","0.00","USD","0.00","EMEA","UK&I I","35.00","Strategic","10/31/2026","Q3-2027","Elastic Forecast","Tata Consultancy Services Ltd","Approved","11/2/2025","11/2/2025"
"A-0606720","Northern Powergrid Timeseries - Renewal - Run Rate - FY27-Q3","Northern Powergrid","USD","0.00","USD","0.00","USD","0.00","EMEA","EMEA","35.00","Strategic","10/31/2026","Q3-2027","Elastic Forecast","Tata Consultancy Services Ltd","Approved","11/2/2025","11/2/2025"
"A-0608102","DWP - Technical Debt Remediation Programme - Run Rate - FY27-Q3","Department for Work and Pensions","USD","0.00","GBP","0.00","USD","0.00","EMEA","UK&I I","15.00","Influencing","10/31/2026","Q3-2027","Elastic Forecast","Tata Consultancy Services Ltd","Approved","11/2/2025","11/2/2025"
"A-0608796","Azure MP (Private) Swiss Re AG BI/CI - Renewal - Run Rate - FY27-Q3","Swiss Re AG","USD","0.00","USD","0.00","USD","0.00","EMEA","DACH II","15.00","Influencing","10/31/2026","Q3-2027","Elastic Forecast","Tata Consultancy Services Ltd","Approved","11/2/2025","11/2/2025"
"A-0602947","IKEA of Sweden AB iPIM - Renewal - Run Rate - FY27-Q3","IKEA of Sweden AB","USD","0.00","USD","0.00","USD","0.00","EMEA","Nordics & Benelux","35.00","Strategic","10/31/2026","Q3-2027","Elastic Forecast","Tata Consultancy Services Ltd","Approved","11/2/2025","11/2/2025"
"A-0608067","Humana_Atlas Platinum Renewal - Run Rate - FY27-Q3","Humana Inc.","USD","0.00","USD","0.00","USD","0.00","NAMER","Southeast","15.00","Influencing","10/31/2026","Q3-2027","Elastic Forecast","Tata Consultancy Services Ltd","Approved","11/2/2025","11/2/2025"
"A-0620772","IKEA of Sweden AB Coexistence, iPIM, Material & Apperance, RP Design & Process, RPA Chatbot - Renewal","IKEA of Sweden AB","USD","0.00","USD","0.00","USD","0.00","EMEA","Nordics & Benelux","35.00","Strategic","8/31/2026","Q3-2027","Research","Tata Consultancy Services Ltd","Pending Approval","11/3/2025","11/3/2025"
"A-0620734","Länsförsäkringar AB Kund & Kanal - Renewal","Länsförsäkringar AB","USD","0.00","USD","0.00","USD","0.00","EMEA","Nordics & Benelux","35.00","Strategic","9/30/2026","Q3-2027","Research","Tata Consultancy Services Ltd","Pending Approval","11/3/2025","11/3/2025"
"A-0640631","DWP - Technical Debt Remediation Programme - Run Rate - FY27-Q1","Department for Work and Pensions","USD","0.00","GBP","513608.20","USD","0.00","EMEA","UK&I I","0.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Tata Consultancy Services Ltd","Rejected","1/29/2026","5/2/2025"
"A-0640647","DWP - Technical Debt Remediation Programme - Run Rate - FY27-Q2","Department for Work and Pensions","USD","0.00","GBP","0.00","USD","0.00","EMEA","UK&I I","0.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Tata Consultancy Services Ltd","Rejected","1/29/2026","8/2/2025"
"A-0648887","Azure MP (Private) Swiss Re AG BI/CI - Renewal - Run Rate - FY27-Q4","Swiss Re AG","USD","0.00","USD","0.00","USD","0.00","EMEA","DACH II","15.00","Influencing","1/31/2027","Q4-2027","Elastic Forecast","Tata Consultancy Services Ltd","Approved","2/2/2026","2/2/2026"
"A-0646877","Northern Powergrid Timeseries - Renewal - Run Rate - FY27-Q4","Northern Powergrid","USD","0.00","USD","0.00","USD","0.00","EMEA","EMEA","35.00","Strategic","1/31/2027","Q4-2027","Elastic Forecast","Tata Consultancy Services Ltd","Approved","2/2/2026","2/2/2026"
"A-0647816","People Center, Inc. Rippling Atlas Pro Non-Prod, Rippling Platinum Production - Renewal - Run Rate - FY27-Q4","People Center, Inc.","USD","0.00","USD","0.00","USD","0.00","NAMER","NorCal 2","15.00","Influencing","1/31/2027","Q4-2027","Elastic Forecast","Tata Consultancy Services Ltd","Approved","2/2/2026","2/2/2026"
"A-0648185","Humana_Atlas Platinum Renewal - Run Rate - FY27-Q4","Humana Inc.","USD","0.00","USD","0.00","USD","0.00","NAMER","Southeast","15.00","Influencing","1/31/2027","Q4-2027","Elastic Forecast","Tata Consultancy Services Ltd","Approved","2/2/2026","2/2/2026"
"A-0648720","Appsbroker JLR-IoT Fleet - Renewal - Run Rate - FY27-Q4","Jaguar Land Rover Automotive plc","USD","0.00","USD","0.00","USD","0.00","EMEA","UK&I I","35.00","Strategic","1/31/2027","Q4-2027","Elastic Forecast","Tata Consultancy Services Ltd","Approved","2/2/2026","2/2/2026"
"A-0648221","DWP - Technical Debt Remediation Programme - Run Rate - FY27-Q4","Department for Work and Pensions","USD","0.00","GBP","0.00","USD","0.00","EMEA","UK&I I","15.00","Influencing","1/31/2027","Q4-2027","Elastic Forecast","Tata Consultancy Services Ltd","Approved","2/2/2026","2/2/2026"
"A-0702000","Jaguar Land Rover Automotive plc JLR-IoT Fleet - Renewal","Jaguar Land Rover Automotive plc","USD","0.00","USD","0.00","USD","0.00","EMEA","UK&I I","35.00","Strategic","1/20/2027","Q4-2027","Research","Tata Consultancy Services Ltd","Pending Approval","2/4/2026","2/4/2026"
"A-0702054","Northern Powergrid Northern Powergrid Timeseries - Renewal - Renewal","Northern Powergrid","USD","0.00","USD","0.00","USD","0.00","EMEA","EMEA","35.00","Strategic","12/31/2026","Q4-2027","Research","Tata Consultancy Services Ltd","Pending Approval","2/4/2026","2/4/2026"
"A-0702248","Elisa Oyj Riak replace - Renewal","Elisa Oyj","USD","0.00","USD","0.00","USD","0.00","EMEA","Nordics & Benelux","35.00","Strategic","1/31/2027","Q4-2027","Research","Tata Consultancy Services Ltd","Pending Approval","2/4/2026","2/4/2026"
"A-0639382","PH -NL - BPI - Mobile App/IBM","Bank of the Philippine Islands","USD","0.00","USD","0.00","USD","53853.06","APAC","ASEAN 1","0.00","Reseller","10/30/2026","Q3-2027","Business Case","Tata Consultancy Services (Philippines), Inc.","Approved","1/27/2026","12/19/2025"
"A-0701421","Bank of the Philippine Islands BPI_API - Renewal","Bank of the Philippine Islands","USD","0.00","USD","0.00","USD","0.00","APAC","ASEAN 1","0.00","Reseller","12/31/2026","Q4-2027","Research","Tata Consultancy Services (Philippines), Inc.","Approved","2/4/2026","2/4/2026"
"A-0381057","Länsförsäkringar AB - Bankkund ODL","Länsförsäkringar AB","USD","0.00","USD","0.00","USD","0.00","EMEA","Nordics & Benelux","35.00","Strategic","4/9/2026","Q1-2027","Validation","Tata Consultancy Services (Sweden)","Approved","8/22/2024","8/14/2024"
"A-0454127","Nordea _ MIPS Optimization","Nordea Bank Abp","USD","0.00","USD","0.00","USD","0.00","EMEA","Nordics & Benelux","35.00","Strategic","3/13/2026","Q1-2027","Closed Lost","Tata Consultancy Services (Sweden)","Approved","2/5/2025","2/4/2025"
"A-0454198","Skandinaviska Enskilda Banken - Payment Mainframe Modernisation.","Skandinaviska Enskilda Banken","USD","0.00","USD","0.00","USD","0.00","EMEA","Nordics & Benelux","35.00","Strategic","3/13/2026","Q1-2027","Closed Lost","Tata Consultancy Services (Sweden)","Approved","2/5/2025","2/5/2025"
"A-0383939","Westpac - Atlas - NPP -  NWL","Westpac Banking Corporation","USD","0.00","USD","0.00","USD","0.00","APAC","ANZ","100.00","Strategic","5/1/2026","Q2-2027","Closed Lost","TATA Sons","Approved","9/4/2024","6/12/2024"
"A-0710209","Woolworths Group Limited e-Commerce, WooliesX - Orders & Stock on Hand, Woolworths - CSA Tool,... - Run Rate - FY27-Q1","Woolworths Group Limited","USD","58473.55","USD","167067.29","USD","0.00","APAC","ANZ","35.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","TATA Sons","Approved","2/25/2026","5/2/2025"
"A-0710210","Woolworths Group Limited e-Commerce, WooliesX - Orders & Stock on Hand, Woolworths - CSA Tool,... - Run Rate - FY27-Q2","Woolworths Group Limited","USD","0.00","USD","0.00","USD","0.00","APAC","ANZ","35.00","Strategic","7/31/2026","Q2-2027","Elastic Forecast","TATA Sons","Approved","2/25/2026","8/2/2025"
"A-0710211","Woolworths Group Limited e-Commerce, WooliesX - Orders & Stock on Hand, Woolworths - CSA Tool,... - Run Rate - FY27-Q3","Woolworths Group Limited","USD","0.00","USD","0.00","USD","0.00","APAC","ANZ","35.00","Strategic","10/31/2026","Q3-2027","Elastic Forecast","TATA Sons","Approved","2/25/2026","11/2/2025"
"A-0179316","AT&T Inc. Multiple Projects - Renewal","AT&T Inc.","USD","250.86","USD","0.00","USD","1615.89","NAMER","South Central 2","15.00","Influencing","10/1/2026","Q3-2027","Research","Tech Mahindra (Americas) Inc.","Pending Approval","11/7/2023","11/7/2023"
"A-0522162","AT&T Inc. Avertack/Watchtower/Atlantis - MongoDB Atlas - Renewal - Run Rate - FY27-Q1","AT&T Inc.","USD","0.00","USD","137485.19","USD","0.00","NAMER","South Central 2","0.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Tech Mahindra (Americas) Inc.","Rejected","5/2/2025","5/2/2025"
"A-0545332","AT&T Inc. Avertack/Watchtower/Atlantis - MongoDB Atlas - Renewal - Run Rate - FY27-Q1","AT&T Inc.","USD","20622.78","USD","137485.19","USD","0.00","NAMER","South Central 2","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Tech Mahindra (Americas) Inc.","Approved","6/20/2025","5/2/2025"
"A-0562181","AT&T Inc. - Azure Consolidated Parent Org - Renewal - Run Rate - FY27-Q2","AT&T Inc.","USD","0.00","USD","0.00","USD","0.00","NAMER","South Central 2","15.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Tech Mahindra (Americas) Inc.","Approved","8/2/2025","8/2/2025"
"A-0574581","AT&T Inc. AT&T Consolidated Project, Avertack/Watchtower/Atlantis - MongoDB Atlas, ADAS - Renewal","AT&T Inc.","USD","0.00","USD","0.00","USD","0.00","NAMER","South Central 2","15.00","Influencing","6/1/2026","Q2-2027","Research","Tech Mahindra (Americas) Inc.","Pending Approval","8/5/2025","8/5/2025"
"A-0701916","Jackson National Life Insurance Company Jackson Operations (Tech M) - Renewal","Jackson National Life Insurance Company","USD","0.00","USD","0.00","USD","0.00","Americas","Americas","0.00","Reseller","12/31/2026","Q4-2027","Research","Tech Mahindra (Americas) Inc.","Approved","2/4/2026","2/4/2026"
"A-0701917","Jackson National Life Insurance Company Jackson Operations (Tech M) - Renewal","Jackson National Life Insurance Company","USD","0.00","USD","0.00","USD","0.00","Americas","Americas","35.00","Strategic","12/31/2026","Q4-2027","Research","Tech Mahindra (Americas) Inc.","Pending Approval","2/4/2026","2/4/2026"
"A-0700748","Mobily (Saudi Arabia) Blue Marble - Renewal","Mobily (Saudi Arabia)","USD","0.00","USD","0.00","USD","0.00","EMEA","IMEA","0.00","Reseller","11/14/2026","Q4-2027","Research","Tech Mahindra Arabia Limited","Approved","2/4/2026","2/4/2026"
